12708	1.02E+01	1.43E-06
12463	1.02E+01	1.46E-06
12228	1.02E+01	1.49E-06
12002	1.02E+01	1.52E-06
11783	1.02E+01	1.54E-06
11573	1.02E+01	1.58E-06
11370	1.02E+01	1.60E-06
11174	1.02E+01	1.63E-06
10985	1.02E+01	1.66E-06
10802	1.02E+01	1.68E-06
10624	1.02E+01	1.72E-06
10453	1.02E+01	1.74E-06
10287	1.02E+01	1.77E-06
10126	1.02E+01	1.80E-06
9970.6	1.02E+01	1.83E-06
9819.6	1.02E+01	1.86E-06
9673	1.02E+01	1.89E-06
9530.8	1.02E+01	1.92E-06
9392.6	1.02E+01	1.95E-06
9258.5	1.02E+01	1.98E-06
9128.1	1.02E+01	2.00E-06
9001.3	1.02E+01	2.04E-06
8878	1.02E+01	2.06E-06
8758	1.02E+01	2.09E-06
8641.2	1.02E+01	2.12E-06
8527.5	1.02E+01	2.15E-06
8416.8	1.02E+01	2.18E-06
8308.9	1.02E+01	2.21E-06
8203.7	1.02E+01	2.24E-06
8101.1	1.02E+01	2.27E-06
8001.1	1.02E+01	2.30E-06
7903.6	1.02E+01	2.32E-06
7808.3	1.02E+01	2.36E-06
7715.4	1.02E+01	2.39E-06
7624.6	1.02E+01	2.41E-06
7536	1.02E+01	2.45E-06
7449.3	1.02E+01	2.47E-06
7364.7	1.02E+01	2.50E-06
7281.9	1.02E+01	2.53E-06
7201	1.02E+01	2.56E-06
7121.9	1.02E+01	2.59E-06
7044.5	1.02E+01	2.62E-06
6968.7	1.02E+01	2.65E-06
6894.6	1.02E+01	2.68E-06
6822	1.02E+01	2.71E-06
6751	1.02E+01	2.74E-06
6681.4	1.02E+01	2.77E-06
6613.2	1.02E+01	2.80E-06
6546.4	1.02E+01	2.84E-06
6480.9	1.02E+01	2.86E-06
6416.8	1.02E+01	2.89E-06
6353.8	1.02E+01	2.93E-06
6292.2	1.02E+01	2.95E-06
6231.7	1.02E+01	2.98E-06
6172.3	1.02E+01	3.02E-06
6114.1	1.02E+01	3.05E-06
6056.9	1.02E+01	3.07E-06
6000.9	1.02E+01	3.11E-06
5945.8	1.02E+01	3.14E-06
5891.7	1.02E+01	3.17E-06
5838.7	1.02E+01	3.20E-06
5786.5	1.02E+01	3.23E-06
5735.3	1.02E+01	3.26E-06
5685	1.02E+01	3.29E-06
5635.6	1.02E+01	3.32E-06
5587	1.02E+01	3.36E-06
5539.2	1.02E+01	3.39E-06
5492.3	1.02E+01	3.42E-06
5446.2	1.02E+01	3.45E-06
5400.8	1.02E+01	3.48E-06
5356.1	1.02E+01	3.51E-06
5312.2	1.02E+01	3.54E-06
5269	1.02E+01	3.57E-06
5226.5	1.02E+01	3.61E-06
5184.7	1.02E+01	3.64E-06
5143.6	1.02E+01	3.67E-06
5103.1	1.02E+01	3.70E-06
5063.2	1.02E+01	3.74E-06
5024	1.02E+01	3.77E-06
4985.3	1.02E+01	3.80E-06
4947.3	1.02E+01	3.83E-06
4909.8	1.02E+01	3.86E-06
4872.9	1.02E+01	3.90E-06
4836.5	1.02E+01	3.93E-06
4800.7	1.02E+01	3.96E-06
4765.4	1.02E+01	3.99E-06
4730.6	1.02E+01	4.03E-06
4696.3	1.02E+01	4.06E-06
4662.5	1.02E+01	4.09E-06
4629.2	1.02E+01	4.12E-06
4596.4	1.02E+01	1.06E-05
4564	1.02E+01	1.01E-05
4532.1	1.02E+01	9.67E-06
4500.6	1.02E+01	9.28E-06
4469.6	1.03E+01	8.96E-06
4439	1.03E+01	8.71E-06
4408.8	1.03E+01	8.52E-06
4379	1.03E+01	-9.35E-07
4349.6	1.03E+01	-1.79E-08
4320.6	1.03E+01	8.13E-07
4292	1.03E+01	1.56E-06
4263.8	1.03E+01	2.24E-06
4235.9	1.03E+01	2.86E-06
4208.4	1.03E+01	3.41E-06
4181.2	1.03E+01	3.93E-06
4154.4	1.03E+01	4.40E-06
4128	1.03E+01	4.84E-06
4101.9	1.03E+01	1.45E-05
4076.1	1.03E+01	1.39E-05
4050.6	1.03E+01	1.33E-05
4025.4	1.03E+01	1.28E-05
4000.6	1.03E+01	1.24E-05
3976	1.03E+01	1.20E-05
3951.8	1.03E+01	1.17E-05
3927.8	1.03E+01	1.15E-05
3904.2	1.03E+01	1.12E-05
3880.8	1.03E+01	1.11E-05
3857.7	1.03E+01	1.44E-06
3834.9	1.03E+01	2.44E-06
3812.3	1.03E+01	3.35E-06
3790	1.03E+01	4.19E-06
3768	1.03E+01	4.96E-06
3746.2	1.03E+01	5.67E-06
3724.7	1.03E+01	6.33E-06
3703.4	1.03E+01	6.93E-06
3682.3	1.03E+01	7.51E-06
3661.5	1.03E+01	8.02E-06
3641	1.03E+01	8.54E-06
3620.6	1.03E+01	1.78E-05
3600.5	1.03E+01	1.73E-05
3580.6	1.03E+01	1.69E-05
3560.9	1.03E+01	1.65E-05
3541.5	1.03E+01	1.62E-05
3522.2	1.03E+01	1.60E-05
3503.2	1.03E+01	1.59E-05
3484.4	1.03E+01	1.57E-05
3465.7	1.03E+01	1.57E-05
3447.3	1.03E+01	1.57E-05
3429.1	1.03E+01	6.49E-06
3411	1.03E+01	7.58E-06
3393.2	1.03E+01	8.61E-06
3375.5	1.03E+01	9.57E-06
3358	1.03E+01	1.05E-05
3340.7	1.03E+01	1.13E-05
3323.6	1.03E+01	1.21E-05
3306.6	1.03E+01	1.29E-05
3289.8	1.03E+01	1.36E-05
3273.2	1.03E+01	1.43E-05
